run_name,game,categories,num_categories
1openai_a72cf554,Sashigane,Rectangular and orthogonal partitioning; Geometric piece placement,2
1openai_a72cf554,Makaro,Rectangular and orthogonal partitioning; Number placement with region interaction,2
1openai_a72cf554,Ripple Effect,General region partitioning by size/content; Number placement with region interaction,2
1openai_a72cf554,Nansuke,General region partitioning by size/content; Number placement with region interaction,2
1openai_a72cf554,Yosenabe,General region partitioning by size/content; Number placement with region interaction; Hybrid or Hard-to-Classify Constraint Puzzles,3
1openai_a72cf554,Satogaeri,General region partitioning by size/content; Hybrid or Hard-to-Classify Constraint Puzzles,2
1openai_a72cf554,Evolomino,Polyomino decomposition / reconstruction; Shape-recognition / repeated polyomino logic,2
1openai_a72cf554,Chained Block,Polyomino decomposition / reconstruction; Shape-recognition / repeated polyomino logic,2
1openai_a72cf554,Fillomino,Number assignment through connectivity/path structure; Size-labeled region formation,2
1openai_a72cf554,Shakashaka,Geometric piece placement; Hybrid or Hard-to-Classify Constraint Puzzles,2
1openai_f9a32fc0,Choco Banana,Number-placement / constraint-satisfaction puzzles; Miscellaneous / hybrid logic puzzles,2
1openai_f9a32fc0,Double Choco,Number-placement / constraint-satisfaction puzzles; Miscellaneous / hybrid logic puzzles,2
1openai_f9a32fc0,Sto-stone,Number-placement / constraint-satisfaction puzzles; Miscellaneous / hybrid logic puzzles,2
1openai_f9a32fc0,Evolomino,Number-placement / constraint-satisfaction puzzles; Object-placement / polyomino / shape-fitting puzzles,2
1openai_f9a32fc0,Five Cells,Number-placement / constraint-satisfaction puzzles; Object-placement / polyomino / shape-fitting puzzles,2
1openai_f9a32fc0,Nurikabe,Region division / partitioning puzzles; Shading / coloring puzzles,2
1openai_f9a32fc0,Nuritwin,Region division / partitioning puzzles; Miscellaneous / hybrid logic puzzles,2
1openai_f9a32fc0,Makaro,Region division / partitioning puzzles; Direction / arrow / orientation puzzles,2
1openai_f9a32fc0,Satogaeri,Region division / partitioning puzzles; Direction / arrow / orientation puzzles,2
1openai_f9a32fc0,Chained Block,Region division / partitioning puzzles; Object-placement / polyomino / shape-fitting puzzles; Miscellaneous / hybrid logic puzzles,3
1openai_f9a32fc0,Pencils,Region division / partitioning puzzles; Object-placement / polyomino / shape-fitting puzzles,2
1openai_f9a32fc0,Slitherlink,Line / path / loop puzzles; Connectivity / graph-style puzzles,2
1openai_f9a32fc0,Masyu,Line / path / loop puzzles; Connectivity / graph-style puzzles,2
1openai_f9a32fc0,Hashiwokakero,Line / path / loop puzzles; Connectivity / graph-style puzzles,2
1openai_f9a32fc0,Numberlink,Line / path / loop puzzles; Connectivity / graph-style puzzles,2
1openai_f9a32fc0,Yajilin,Line / path / loop puzzles; Connectivity / graph-style puzzles,2
1openai_f9a32fc0,Dotchi-Loop,Line / path / loop puzzles; Connectivity / graph-style puzzles,2
1openai_f9a32fc0,Mid-loop,Line / path / loop puzzles; Connectivity / graph-style puzzles,2
1openai_f9a32fc0,Nagareru,Line / path / loop puzzles; Direction / arrow / orientation puzzles,2
1openai_f9a32fc0,Sashigane,Line / path / loop puzzles; Direction / arrow / orientation puzzles,2
1openai_f9a32fc0,Hebi,Line / path / loop puzzles; Connectivity / graph-style puzzles,2
1openai_f9a32fc0,Nurimisaki,Line / path / loop puzzles; Direction / arrow / orientation puzzles,2
1openai_f9a32fc0,Suraromu,Line / path / loop puzzles; Miscellaneous / hybrid logic puzzles,2
1openai_f9a32fc0,Nansuke,Line / path / loop puzzles; Direction / arrow / orientation puzzles,2
1openai_f9a32fc0,LITS,Line / path / loop puzzles; Object-placement / polyomino / shape-fitting puzzles,2
1openai_f9a32fc0,Kurodoko,Shading / coloring puzzles; Miscellaneous / hybrid logic puzzles,2
1openai_f9a32fc0,Moon-or-Sun,Shading / coloring puzzles; Direction / arrow / orientation puzzles,2
1openai_f9a32fc0,Usowan,Shading / coloring puzzles; Miscellaneous / hybrid logic puzzles,2
1openai_f9a32fc0,Tilepaint,Shading / coloring puzzles; Object-placement / polyomino / shape-fitting puzzles,2
1openai_f9a32fc0,Shakashaka,Shading / coloring puzzles; Object-placement / polyomino / shape-fitting puzzles,2
2openai_21d5d7ce,Akari,Single-loop / circuit / “draw paths” constraints; “Light / lamp” and illumination constraints,2
2openai_21d5d7ce,Mid-loop,Single-loop / circuit / “draw paths” constraints; Sandwich/indirect placement games with arrow-like or “derived shape” rules,2
2openai_21d5d7ce,Slitherlink,Single-loop / circuit / “draw paths” constraints; Snowflake/gear-like inference via constraints on edges/adjacency (arrows/line segments),2
2openai_21d5d7ce,Ripple Effect,Single-loop / circuit / “draw paths” constraints; Flow / propagation / spreading puzzles,2
2openai_21d5d7ce,Hebi,Pair-connection / noncrossing paths; Elimination / “exactly one” counting constraints (islands,2
2openai_21d5d7ce,Evolomino,Partition the grid (region tiling / polyomino / rectangles); Partition the grid (region tiling / polyomino / rectangles),2
2openai_21d5d7ce,Fillomino,Partition the grid (region tiling / polyomino / rectangles); Partition the grid (region tiling / polyomino / rectangles),2
2openai_21d5d7ce,Shikaku,Partition the grid (region tiling / polyomino / rectangles); Snowflake/gear-like inference via constraints on edges/adjacency (arrows/line segments),2
2openai_21d5d7ce,Tilepaint,Partition the grid (region tiling / polyomino / rectangles); Specific “polyline/paint/coverage” games (filling patterns with rules),2
2openai_21d5d7ce,Five Cells,Number-placement puzzles (cell values must satisfy local/global rules); Elimination / “exactly one” counting constraints (islands,2
2openai_21d5d7ce,LITS,Number-placement puzzles (cell values must satisfy local/global rules); Sandwich/indirect placement games with arrow-like or “derived shape” rules,2
2openai_21d5d7ce,Usowan,Number-placement puzzles (cell values must satisfy local/global rules); Specific “polyline/paint/coverage” games (filling patterns with rules),2
2openai_21d5d7ce,Kurodoko,Black/white cell visibility and wall/obstacle placement; Sandwich/indirect placement games with arrow-like or “derived shape” rules,2
2openai_21d5d7ce,Kurotto,Black/white cell visibility and wall/obstacle placement; Sandwich/indirect placement games with arrow-like or “derived shape” rules,2
2openai_21d5d7ce,Yosenabe,Black/white cell visibility and wall/obstacle placement; Elimination / “exactly one” counting constraints (islands,2
2openai_21d5d7ce,Nagareru,Black/white cell visibility and wall/obstacle placement; Flow / propagation / spreading puzzles,2
2openai_21d5d7ce,Pencils,Snowflake/gear-like inference via constraints on edges/adjacency (arrows/line segments); Specific “polyline/paint/coverage” games (filling patterns with rules),2
1openai_5483c195,Masyu,Loop-drawing puzzles; Object-counting / adjacency-constrained shading puzzles,2
1openai_5483c195,Slitherlink,Loop-drawing puzzles; Maze and traversal puzzles,2
1openai_5483c195,Pencils,Path / connection puzzles; Flow,2
1openai_5483c195,Satogaeri,Path / connection puzzles; Flow,2
1openai_5483c195,Yajilin,Path / connection puzzles; Flow; Object-counting / adjacency-constrained shading puzzles,3
1openai_5483c195,Sudoku,Region-division and tiling puzzles; Number-placement / symbol-placement puzzles,2
1openai_5483c195,Akari,Area-filling / shading puzzles; Object-counting / adjacency-constrained shading puzzles,2
1openai_5483c195,Heyawake,Area-filling / shading puzzles; Object-counting / adjacency-constrained shading puzzles,2
1openai_5483c195,Kurodoko,Area-filling / shading puzzles; Maze and traversal puzzles,2
1openai_5483c195,Kurotto,Area-filling / shading puzzles; Object-counting / adjacency-constrained shading puzzles,2
1openai_5483c195,LITS,Area-filling / shading puzzles; Polyomino and shape-placement puzzles,2
1openai_5483c195,Nurikabe,Area-filling / shading puzzles; Maze and traversal puzzles,2
1openai_5483c195,Shakashaka,Area-filling / shading puzzles; Polyomino and shape-placement puzzles,2
1openai_5483c195,Tilepaint,Area-filling / shading puzzles; Polyomino and shape-placement puzzles,2
1openai_5483c195,Ripple Effect,Number-placement / symbol-placement puzzles; Object-counting / adjacency-constrained shading puzzles,2
1openai_5f7e13f7,Shikaku,Number Placement / Numerical Constraint Puzzles; Polyomino / Region-Shaping Puzzles,2
1openai_5f7e13f7,Fillomino,Number Placement / Numerical Constraint Puzzles; Polyomino / Region-Shaping Puzzles,2
1openai_5f7e13f7,Double Choco,Number Placement / Numerical Constraint Puzzles; Polyomino / Region-Shaping Puzzles,2
1openai_5f7e13f7,Five Cells,Number Placement / Numerical Constraint Puzzles; Polyomino / Region-Shaping Puzzles,2
1openai_5f7e13f7,Ripple Effect,Number Placement / Numerical Constraint Puzzles; Visibility / Line-of-Sight Puzzles,2
1openai_5f7e13f7,Nuritwin,Number Placement / Numerical Constraint Puzzles; Loop Puzzles; Polyomino / Region-Shaping Puzzles; Mixed or Hybrid Grid Logic Puzzles,4
1openai_5f7e13f7,Evolomino,Number Placement / Numerical Constraint Puzzles; Polyomino / Region-Shaping Puzzles,2
1openai_5f7e13f7,Sto-stone,Number Placement / Numerical Constraint Puzzles; Path / Connection Puzzles; Constraint-Placement / Symbol Logic Puzzles,3
1openai_5f7e13f7,Nansuke,Number Placement / Numerical Constraint Puzzles; Constraint-Placement / Symbol Logic Puzzles,2
1openai_5f7e13f7,Juosan,Number Placement / Numerical Constraint Puzzles; Constraint-Placement / Symbol Logic Puzzles,2
1openai_5f7e13f7,Chained Block,Number Placement / Numerical Constraint Puzzles; Path / Connection Puzzles; Polyomino / Region-Shaping Puzzles,3
1openai_5f7e13f7,Choco Banana,Number Placement / Numerical Constraint Puzzles; Polyomino / Region-Shaping Puzzles; Mixed or Hybrid Grid Logic Puzzles,3
1openai_5f7e13f7,Suraromu,Number Placement / Numerical Constraint Puzzles; Constraint-Placement / Symbol Logic Puzzles,2
1openai_5f7e13f7,Akari,Shading / Unshading Puzzles; Visibility / Line-of-Sight Puzzles; Mixed or Hybrid Grid Logic Puzzles,3
1openai_5f7e13f7,Nurikabe,Shading / Unshading Puzzles; Visibility / Line-of-Sight Puzzles,2
1openai_5f7e13f7,Heyawake,Shading / Unshading Puzzles; Visibility / Line-of-Sight Puzzles; Mixed or Hybrid Grid Logic Puzzles,3
1openai_5f7e13f7,Kurodoko,Shading / Unshading Puzzles; Visibility / Line-of-Sight Puzzles; Mixed or Hybrid Grid Logic Puzzles,3
1openai_5f7e13f7,Nurimeizu,Shading / Unshading Puzzles; Visibility / Line-of-Sight Puzzles,2
1openai_5f7e13f7,Moon-or-Sun,Shading / Unshading Puzzles; Constraint-Placement / Symbol Logic Puzzles; Mixed or Hybrid Grid Logic Puzzles,3
1openai_5f7e13f7,Usowan,Shading / Unshading Puzzles; Constraint-Placement / Symbol Logic Puzzles,2
1openai_5f7e13f7,Norinori,Shading / Unshading Puzzles; Polyomino / Region-Shaping Puzzles,2
1openai_5f7e13f7,Dotchi-Loop,Shading / Unshading Puzzles; Loop Puzzles; Mixed or Hybrid Grid Logic Puzzles,3
1openai_5f7e13f7,Nagareru,Shading / Unshading Puzzles; Path / Connection Puzzles; Constraint-Placement / Symbol Logic Puzzles; Mixed or Hybrid Grid Logic Puzzles,4
1openai_5f7e13f7,Masyu,Loop Puzzles; Visibility / Line-of-Sight Puzzles,2
1openai_5f7e13f7,Yajilin,Loop Puzzles; Visibility / Line-of-Sight Puzzles; Mixed or Hybrid Grid Logic Puzzles,3
1openai_5f7e13f7,Mid-loop,Loop Puzzles; Constraint-Placement / Symbol Logic Puzzles,2
1openai_5f7e13f7,Hashiwokakero,Loop Puzzles; Path / Connection Puzzles,2
1openai_5f7e13f7,Sashigane,Loop Puzzles; Polyomino / Region-Shaping Puzzles; Mixed or Hybrid Grid Logic Puzzles,3
1openai_5f7e13f7,Pencils,Path / Connection Puzzles; Visibility / Line-of-Sight Puzzles; Mixed or Hybrid Grid Logic Puzzles,3
1openai_5f7e13f7,Satogaeri,Path / Connection Puzzles; Constraint-Placement / Symbol Logic Puzzles,2
1openai_5f7e13f7,Shakashaka,Polyomino / Region-Shaping Puzzles; Mixed or Hybrid Grid Logic Puzzles,2
1openai_5f7e13f7,Makaro,Polyomino / Region-Shaping Puzzles; Constraint-Placement / Symbol Logic Puzzles,2
3openai_6594eca6,Dotchi-Loop,Single loop on a grid; Hybrid Loop–Shading / Loop–Region Puzzles,2
3openai_6594eca6,Yajilin,Loop/path with directional or clue-cell interaction; Shading with local counting clues; Hybrid Loop–Shading / Loop–Region Puzzles,3
3openai_6594eca6,Pencils,Loop/path with directional or clue-cell interaction; Object placement with line-of-sight or adjacency rules; Hybrid Loop–Shading / Loop–Region Puzzles,3
3openai_6594eca6,Sashigane,Loop/path with directional or clue-cell interaction; Hybrid Loop–Shading / Loop–Region Puzzles,2
3openai_6594eca6,Satogaeri,Connecting endpoints / routing; Sequence / Adjacency / Ordering Puzzles,2
3openai_6594eca6,Akari,Shading with local counting clues; Object placement with line-of-sight or adjacency rules,2
3openai_6594eca6,Juosan,Shading with local counting clues; Sequence / Adjacency / Ordering Puzzles,2
3openai_6594eca6,LITS,Shading with shape/topology constraints; Polyomino placement / packing,2
3openai_6594eca6,Tilepaint,Shading with shape/topology constraints; Hybrid Loop–Shading / Loop–Region Puzzles,2
3openai_6594eca6,Double Choco,Shading with region-based meaning; Region division with color/class constraints,2
3openai_6594eca6,Moon-or-Sun,Shading with region-based meaning; Number/symbol placement,2
3openai_6594eca6,Makaro,Rectangular or orthogonal region partition; Placement into predefined or emerging regions,2
3openai_6594eca6,Yosenabe,Rectangular or orthogonal region partition; Placement into predefined or emerging regions,2
3openai_6594eca6,Chained Block,Region division with color/class constraints; Sequence / Adjacency / Ordering Puzzles,2
3openai_6594eca6,Ripple Effect,Region division with color/class constraints; Number/symbol placement,2
3openai_6594eca6,Evolomino,Polyomino placement / packing; Sequence / Adjacency / Ordering Puzzles,2
3openai_6594eca6,Hebi,Object placement with line-of-sight or adjacency rules; Sequence / Adjacency / Ordering Puzzles,2
3openai_827567f2,Kurotto,Loop-drawing (closed/continuous loops); Loop-drawing (closed/continuous loops),2
3openai_827567f2,Kurodoko,Grid coloring / dual-state (two-state black/white rules); Grid coloring / dual-state (two-state black/white rules),2
3openai_827567f2,Nagareru,Walls/Borders/Separation (place walls or enforce separated regions); Walls/Borders/Separation (place walls or enforce separated regions),2
3openai_827567f2,Nurimeizu,Walls/Borders/Separation (place walls or enforce separated regions); Walls/Borders/Separation (place walls or enforce separated regions),2
3openai_827567f2,Hitori,Grid coloring / dual-state (two-state black/white rules); Grid coloring / dual-state (two-state black/white rules),2
2openai_8b0a58f6,Akari,Shading puzzles; Directional/visibility/ray-based puzzles,2
2openai_8b0a58f6,Kurodoko,Shading puzzles; Directional/visibility/ray-based puzzles,2
2openai_8b0a58f6,Nurikabe,Shading puzzles; Connectivity/graph puzzles,2
2openai_8b0a58f6,Nurimeizu,Shading puzzles; Directional/visibility/ray-based puzzles,2
2openai_8b0a58f6,Tilepaint,Shading puzzles; Polyomino tiling puzzles; Exotic hybrid puzzles,3
2openai_8b0a58f6,Ripple Effect,Shading puzzles; Numeric constraint puzzles,2
2openai_8b0a58f6,Moon-or-Sun,Shading puzzles; Exotic hybrid puzzles,2
2openai_8b0a58f6,Usowan,Shading puzzles; Exotic hybrid puzzles,2
2openai_8b0a58f6,Choco Banana,Region/area puzzles; Polyomino tiling puzzles; Exotic hybrid puzzles,3
2openai_8b0a58f6,Double Choco,Region/area puzzles; Polyomino tiling puzzles; Exotic hybrid puzzles,3
2openai_8b0a58f6,Evolomino,Region/area puzzles; Polyomino tiling puzzles; Exotic hybrid puzzles,3
2openai_8b0a58f6,Five Cells,Region/area puzzles; Polyomino tiling puzzles; Exotic hybrid puzzles,3
2openai_8b0a58f6,Nansuke,Region/area puzzles; Numeric constraint puzzles; Exotic hybrid puzzles,3
2openai_8b0a58f6,Satogaeri,Region/area puzzles; Numeric constraint puzzles; Exotic hybrid puzzles,3
2openai_8b0a58f6,Sto-stone,Region/area puzzles; Polyomino tiling puzzles; Exotic hybrid puzzles,3
2openai_8b0a58f6,Nuritwin,Region/area puzzles; Exotic hybrid puzzles,2
2openai_8b0a58f6,Yosenabe,Region/area puzzles; Exotic hybrid puzzles,2
2openai_8b0a58f6,Slitherlink,Loop and path puzzles; Connectivity/graph puzzles,2
2openai_8b0a58f6,Masyu,Loop and path puzzles; Directional/visibility/ray-based puzzles; Connectivity/graph puzzles,3
2openai_8b0a58f6,Yajilin,Loop and path puzzles; Directional/visibility/ray-based puzzles; Connectivity/graph puzzles,3
2openai_8b0a58f6,Dotchi-Loop,Loop and path puzzles; Connectivity/graph puzzles,2
2openai_8b0a58f6,Mid-loop,Loop and path puzzles; Connectivity/graph puzzles,2
2openai_8b0a58f6,Nagareru,Loop and path puzzles; Directional/visibility/ray-based puzzles,2
2openai_8b0a58f6,Hebi,Loop and path puzzles; Connectivity/graph puzzles,2
2openai_8b0a58f6,Numberlink,Loop and path puzzles; Connectivity/graph puzzles,2
2openai_8b0a58f6,Pencils,Loop and path puzzles; Polyomino tiling puzzles; Exotic hybrid puzzles,3
2openai_8b0a58f6,Suraromu,Loop and path puzzles; Polyomino tiling puzzles; Exotic hybrid puzzles,3
2openai_8b0a58f6,Sashigane,Loop and path puzzles; Directional/visibility/ray-based puzzles,2
2openai_8b0a58f6,Makaro,Loop and path puzzles; Numeric constraint puzzles; Directional/visibility/ray-based puzzles; Exotic hybrid puzzles,4
2openai_8b0a58f6,Hashiwokakero,Loop and path puzzles; Connectivity/graph puzzles,2
2openai_8b0a58f6,Chained Block,Polyomino tiling puzzles; Exotic hybrid puzzles,2
2openai_8b0a58f6,Juosan,Numeric constraint puzzles; Exotic hybrid puzzles,2
1openai_a5d270cc,Choco Banana,Loop/Area Partitioning with Polygons or Regions; Rectangular/Board-Covering / Polyomino-like Games,2
1openai_a5d270cc,Heyawake,Loop/Area Partitioning with Polygons or Regions; Specialized “Set/Choice” Logic Games,2
1openai_a5d270cc,Shikaku,Loop/Area Partitioning with Polygons or Regions; Rectangular/Board-Covering / Polyomino-like Games,2
1openai_a5d270cc,Evolomino,Number Fill / Tiling / Placement with Values; Rectangular/Board-Covering / Polyomino-like Games,2
1openai_a5d270cc,Satogaeri,Edge/Orientation Drawing Games; Graph/Path Drawing Games,2
3openai_d3eb7678,Shikaku,Region sizing / exact partition; Shape inference from counts or structure,2
3openai_d3eb7678,Fillomino,Region sizing / exact partition; Shape inference from counts or structure,2
3openai_d3eb7678,Pencils,Region sizing / exact partition; Multiple paths / pairing / connection; Shape inference from counts or structure,3
3openai_d3eb7678,Evolomino,Region sizing / exact partition; Shape inference from counts or structure,2
3openai_d3eb7678,Five Cells,Region sizing / exact partition; Fixed-shape or tile placement; Symmetry / Adjacency / Local Rule Puzzles,3
3openai_d3eb7678,Chained Block,Region sizing / exact partition; Fixed-shape or tile placement,2
3openai_d3eb7678,Double Choco,Region sizing / exact partition; Fixed-shape or tile placement; Symmetry / Adjacency / Local Rule Puzzles,3
3openai_d3eb7678,Choco Banana,Region sizing / exact partition; Fixed-shape or tile placement; Symmetry / Adjacency / Local Rule Puzzles,3
3openai_d3eb7678,Satogaeri,Region sizing / exact partition; Multiple paths / pairing / connection; Shape inference from counts or structure; Cave / Visibility / Line-of-Sight Puzzles; Clue Matching / Deduction Puzzles,5
3openai_d3eb7678,Nurikabe,Region constraints from clues; Black/White Cell Logic,2
3openai_d3eb7678,Nurimeizu,Region constraints from clues; Black/White Cell Logic; Cave / Visibility / Line-of-Sight Puzzles,3
