experiment_id,run_name,num_categories,num_subcategories,min,mean,max,stdev,distribution
Experiment1,2gemini_9d3ae74f,5,11,4,8.4,14,3.78,"{'Loop and Path Puzzles': 10, 'Number Placement and Latin Squares': 4, 'Object Placement and Connection': 7, 'Region Division and Tiling': 7, 'Shading-Based Puzzles': 14}"
Experiment1,1openai_55b7eaf6,5,19,3,7.8,11,3.56,"{'A) Draw a path/loop (no branching)': 11, 'B) Partition/tiling of the grid into regions (polyomino/rectangles/tiles)': 10, 'C) Cell shading/painting (binary: black/white) with structural/visibility rules': 10, 'D) Number/symbol placement in rows/columns/regions (Latin/arithmetic constraints)': 5, 'F) Object placement and line-of-sight counting (not pure shading)': 3}"
Experiment1,2gemini_9d3ae74f,5,11,4,8.4,14,3.78,"{'Loop and Path Puzzles': 10, 'Number Placement and Latin Squares': 4, 'Object Placement and Connection': 7, 'Region Division and Tiling': 7, 'Shading-Based Puzzles': 14}"
Experiment1,1openai_55b7eaf6,5,19,3,7.8,11,3.56,"{'A) Draw a path/loop (no branching)': 11, 'B) Partition/tiling of the grid into regions (polyomino/rectangles/tiles)': 10, 'C) Cell shading/painting (binary: black/white) with structural/visibility rules': 10, 'D) Number/symbol placement in rows/columns/regions (Latin/arithmetic constraints)': 5, 'F) Object placement and line-of-sight counting (not pure shading)': 3}"
Experiment1,2gemini_9d3ae74f,5,11,4,8.4,14,3.78,1.69,"{'Loop and Path Puzzles': 10, 'Number Placement and Latin Squares': 4, 'Object Placement and Connection': 7, 'Region Division and Tiling': 7, 'Shading-Based Puzzles': 14}"
Experiment1,1openai_55b7eaf6,5,19,3,7.8,11,3.56,1.79,"{'A) Draw a path/loop (no branching)': 11, 'B) Partition/tiling of the grid into regions (polyomino/rectangles/tiles)': 10, 'C) Cell shading/painting (binary: black/white) with structural/visibility rules': 10, 'D) Number/symbol placement in rows/columns/regions (Latin/arithmetic constraints)': 5, 'F) Object placement and line-of-sight counting (not pure shading)': 3}"
Experiment1,2gemini_9d3ae74f,5,11,4,8.4,14,3.78,2.9,"{'Loop and Path Puzzles': 10, 'Number Placement and Latin Squares': 4, 'Object Placement and Connection': 7, 'Region Division and Tiling': 7, 'Shading-Based Puzzles': 14}"
Experiment1,1openai_55b7eaf6,5,19,3,7.8,11,3.56,2.92,"{'A) Draw a path/loop (no branching)': 11, 'B) Partition/tiling of the grid into regions (polyomino/rectangles/tiles)': 10, 'C) Cell shading/painting (binary: black/white) with structural/visibility rules': 10, 'D) Number/symbol placement in rows/columns/regions (Latin/arithmetic constraints)': 5, 'F) Object placement and line-of-sight counting (not pure shading)': 3}"
Experiment1,2gemini_9d3ae74f,5,11,4,8.4,14,3.78,2.9,0.9063,"{'Loop and Path Puzzles': 10, 'Number Placement and Latin Squares': 4, 'Object Placement and Connection': 7, 'Region Division and Tiling': 7, 'Shading-Based Puzzles': 14}"
Experiment1,1openai_55b7eaf6,5,19,3,7.8,11,3.56,2.92,0.913,"{'A) Draw a path/loop (no branching)': 11, 'B) Partition/tiling of the grid into regions (polyomino/rectangles/tiles)': 10, 'C) Cell shading/painting (binary: black/white) with structural/visibility rules': 10, 'D) Number/symbol placement in rows/columns/regions (Latin/arithmetic constraints)': 5, 'F) Object placement and line-of-sight counting (not pure shading)': 3}"
Experiment1,2gemini_9d3ae74f,5,11,4,8.4,14,3.78,2.9,0.9831,"{'Loop and Path Puzzles': 10, 'Number Placement and Latin Squares': 4, 'Object Placement and Connection': 7, 'Region Division and Tiling': 7, 'Shading-Based Puzzles': 14}"
Experiment1,1openai_55b7eaf6,5,19,3,7.8,11,3.56,2.92,0.9844,"{'A) Draw a path/loop (no branching)': 11, 'B) Partition/tiling of the grid into regions (polyomino/rectangles/tiles)': 10, 'C) Cell shading/painting (binary: black/white) with structural/visibility rules': 10, 'D) Number/symbol placement in rows/columns/regions (Latin/arithmetic constraints)': 5, 'F) Object placement and line-of-sight counting (not pure shading)': 3}"
Experiment1,2gemini_9d3ae74f,5,11,4,8.4,14,3.78,2.9,"(58, 64)","{'Loop and Path Puzzles': 10, 'Number Placement and Latin Squares': 4, 'Object Placement and Connection': 7, 'Region Division and Tiling': 7, 'Shading-Based Puzzles': 14}"
Experiment1,1openai_55b7eaf6,5,19,3,7.8,11,3.56,2.92,"(63, 69)","{'A) Draw a path/loop (no branching)': 11, 'B) Partition/tiling of the grid into regions (polyomino/rectangles/tiles)': 10, 'C) Cell shading/painting (binary: black/white) with structural/visibility rules': 10, 'D) Number/symbol placement in rows/columns/regions (Latin/arithmetic constraints)': 5, 'F) Object placement and line-of-sight counting (not pure shading)': 3}"
Experiment1,2gemini_9d3ae74f,5,11,4,8.4,14,3.78,2.9,"(58, 64)","{'Loop and Path Puzzles': 10, 'Number Placement and Latin Squares': 4, 'Object Placement and Connection': 7, 'Region Division and Tiling': 7, 'Shading-Based Puzzles': 14}"
Experiment1,1openai_55b7eaf6,5,19,3,7.8,11,3.56,2.92,"(63, 69)","{'A) Draw a path/loop (no branching)': 11, 'B) Partition/tiling of the grid into regions (polyomino/rectangles/tiles)': 10, 'C) Cell shading/painting (binary: black/white) with structural/visibility rules': 10, 'D) Number/symbol placement in rows/columns/regions (Latin/arithmetic constraints)': 5, 'F) Object placement and line-of-sight counting (not pure shading)': 3}"
Experiment1,2gemini_9d3ae74f,5,11,4,8.4,14,3.78,2.9,"(58, 59)","{'Loop and Path Puzzles': 10, 'Number Placement and Latin Squares': 4, 'Object Placement and Connection': 7, 'Region Division and Tiling': 7, 'Shading-Based Puzzles': 14}"
Experiment1,1openai_55b7eaf6,5,19,3,7.8,11,3.56,2.92,"(63, 64)","{'A) Draw a path/loop (no branching)': 11, 'B) Partition/tiling of the grid into regions (polyomino/rectangles/tiles)': 10, 'C) Cell shading/painting (binary: black/white) with structural/visibility rules': 10, 'D) Number/symbol placement in rows/columns/regions (Latin/arithmetic constraints)': 5, 'F) Object placement and line-of-sight counting (not pure shading)': 3}"
Exp1AcrossOpenAi,3openai_827567f2,10,0,42,1,4.2,10,3.08,2.0,"(52, 53)","{'Bridges/Island graphs (connect dots with bridge counts)': 2, 'Grid coloring / dual-state (two-state black/white rules)': 5, 'Loop-drawing (closed/continuous loops)': 7, 'Number/Local arithmetic + placement (fill cells with numbers or propagate constraints)': 10, 'Pairing/Connectivity (link endpoints or ensure connectivity)': 1, 'Polyline/Path/Snake routes (noncrossing paths)': 2, 'Region partition / area subdivision (cut into regions with size/shape rules)': 7, 'Segment/Vertex tiling & placement (boundary/segment placement tilings)': 2, 'Visibility/Illumination (lights/see-rows-constraints)': 1, 'Walls/Borders/Separation (place walls or enforce separated regions)': 5}"
Exp1AcrossOpenAi,2openai_8b0a58f6,8,0,41,6,10.88,17,3.31,2.0,"(49, 50)","{'Connectivity/graph puzzles': 10, 'Directional/visibility/ray-based puzzles': 8, 'Exotic hybrid puzzles': 17, 'Loop and path puzzles': 13, 'Numeric constraint puzzles': 6, 'Polyomino tiling puzzles': 11, 'Region/area puzzles': 12, 'Shading puzzles': 10}"
Exp1AcrossOpenAi,1openai_a5d270cc,11,0,41,1,4.18,9,2.44,2.0,"(52, 53)","{'Chaining / Constraint Propagation Games': 3, 'Coloring / Black-White Constraint Games': 7, 'Counting/Placement with Adjacent-Rule Encodings': 3, 'Edge/Orientation Drawing Games': 3, 'Graph/Path Drawing Games': 9, 'Light/Visibility Games': 1, 'Loop/Area Partitioning with Polygons or Regions': 7, 'Number Fill / Tiling / Placement with Values': 4, 'Rectangular/Board-Covering / Polyomino-like Games': 4, 'Snake/Trail Games': 3, 'Specialized “Set/Choice” Logic Games': 2}"
Exp1AcrossOpenAi,3openai_d3eb7678,7,7,39,9,14,25,5.13,2.56,"(81, 82)","{'Black/White Cell Logic': 12, 'Cave / Visibility / Line-of-Sight Puzzles': 12, 'Clue Matching / Deduction Puzzles': 9, 'Loop / Path Puzzles': 14, 'Number / Region Puzzles': 25, 'Polyomino / Shape Placement Puzzles': 14, 'Symmetry / Adjacency / Local Rule Puzzles': 12}"
Exp1AcrossOpenAi,2openai_eef50d51,8,16,42,4,9.12,17,4.05,2.87,"(76, 77)","{'Hybrid loop–shading puzzles': 4, 'Hybrid region–shading puzzles': 6, 'Loop-drawing puzzles': 9, 'Path-connection and network puzzles': 9, 'Placement puzzles': 11, 'Region division and area partition puzzles': 11, 'Shading / painting puzzles': 17, 'Tiling and shape-packing puzzles': 6}"
Experiment1,2claude_2d74ae2a,3,17,42,15,24,42,15.59,3.36,"(69, 70)","{'By Difficulty Factors': 15, 'By Grid Interaction Style': 15, 'By Primary Mechanic': 42}"
Experiment1,1claude_b5277e64,3,15,42,21,35,42,12.12,3.32,"(73, 74)","{'By Complexity Level': 42, 'By Constraint Type': 21, 'By Primary Mechanic': 42}"
Experiment1,3claude_e78b0ccd,3,16,42,18,28.33,42,12.34,3.24,"(66, 67)","{'BY COMPLEXITY LEVEL': 25, 'BY CONSTRAINT TYPE': 18, 'BY PRIMARY MECHANIC': 42}"
Experiment1,3gemini_2413fcfc,5,9,42,1,8.4,15,5.03,2.98,"(56, 57)","{'Hybrid Puzzles': 1, 'Loop and Path Puzzles': 8, 'Object Placement & Number Logic': 10, 'Partitioning Puzzles': 8, 'Shading Puzzles': 15}"
Experiment1,2gemini_9d3ae74f,5,11,42,4,8.4,14,3.78,2.9,"(58, 59)","{'Loop and Path Puzzles': 10, 'Number Placement and Latin Squares': 4, 'Object Placement and Connection': 7, 'Region Division and Tiling': 7, 'Shading-Based Puzzles': 14}"
Experiment1,1gemini_eeace969,8,0,42,1,5.25,12,3.49,2.0,"(50, 51)","{'Connection and Movement': 4, 'Hybrid (Shading + Loop)': 1, 'Loop and Path Puzzles': 8, 'Numbering and Latin Square Variants': 5, 'Object Placement & Visibility': 2, 'Polyomino & Shape Placement': 4, 'Region Division Puzzles': 6, 'Shading & Parity Puzzles': 12}"
Experiment1,1openai_55b7eaf6,5,19,39,3,7.8,11,3.56,2.92,"(63, 64)","{'A) Draw a path/loop (no branching)': 11, 'B) Partition/tiling of the grid into regions (polyomino/rectangles/tiles)': 10, 'C) Cell shading/painting (binary: black/white) with structural/visibility rules': 10, 'D) Number/symbol placement in rows/columns/regions (Latin/arithmetic constraints)': 5, 'F) Object placement and line-of-sight counting (not pure shading)': 3}"
Experiment1,3openai_65526f2d,7,14,42,1,6,13,4.28,2.52,"(63, 64)","{'Black–white shading/painting with connectivity, visibility, or local counts (decide which cells are shaded; white/black areas must meet global/local rules)': 13, 'Cell-based paths/snakes and pair connections (draw paths through cells; usually open paths, snakes, or connections between marked points)': 6, 'Edge-based single-loop drawing (draw one closed loop on grid edges; clues steer where the loop goes)': 7, 'Graph connection on island nodes (bridge-building on a point network)': 1, 'Line/edge drawing networks without a single-loop requirement (build lines with degree/length constraints; can form trees or sets of segments)': 1, 'Number placement with row/column constraints (Latin/spacing/inequality or arithmetic filling; no shading/loop as the main task)': 5, 'Region partition/tiling (cover all cells by partitioning into regions with given size/shape rules)': 9}"
Experiment1,2openai_da4c8827,5,17,42,2,8.4,12,4.04,3.0,"(64, 65)","{'Hybrids and special drawing/constraint variants': 2, 'Loop or path drawing on the grid': 11, 'Number placement and Latin-like constraints': 7, 'Region division and tiling (partitioning the grid into pieces)': 12, 'Shading/painting (black–white filling of cells/tiles)': 10}"
